YTD Total Jan-Nov 2012,ISSN,ID,TITLE
524,0171-2985,9212,Immunobiology
524,1477-450X,518,Applied Linguistics
523,1065-6251,1645,Current Opinion in Hematology
522,1080-658X,13480,MFS Modern Fiction Studies
522,1529-7322,18456,Current Allergy and Asthma Reports
522,0024-4201,19649,Lipids
522,1439-0434,4178,Journal of Phytopathology
521,1469-1825,6965,Behavioral and Brain Sciences
521,1469-7629,7071,Journal of Dairy Research
521,1756-4646,19265,Journal of Functional Foods
521,0167-6903,5609,Plant Growth Regulation
520,0723-2020,9302,Systematic and Applied Microbiology
520,0885-6125,4682,Machine Learning
520,1435-5957,11614,Papers in Regional Science
519,1756-2651,11215,"Journal of Biochemistry, The"
519,0300-9564,4071,Journal of Neural Transmission
518,0899-7071,1268,Clinical Imaging (formerly known as Journal of Computed Tomography)
518,1530-4515,13673,Surgical Laparoscopy Endoscopy & Percutaneous Techniques (formerly Surgical Laparoscopy & Endoscopy)
518,1460-2407,4989,MHR: Basic Science of Reproductive Medicine (formerly Molecular Human Reproduction)
518,0949-1775,21,Accreditation and Quality Assurance
518,1467-9450,6132,Scandinavian Journal of Psychology
517,0732-118X,5185,New Ideas in Psychology
517,1945-3892,18912,International Journal of Acarology
515,1543-0421,20396,Theory into Practice
515,1600-0668,2834,Indoor Air
514,0736-5748,3044,International Journal of Developmental Neuroscience
514,1043-1810,9259,Operative Techniques in Otolaryngology-Head and Neck Surgery
514,0924-1868,6752,User Modeling and User-Adapted Interaction
514,1530-9290,19309,Journal of Industrial Ecology
513,1072-4109,160,Advances in Anatomic Pathology
513,0959-4965,5147,NeuroReport
512,1353-4858,5110,Network Security
512,0033-3182,18877,Psychosomatics
512,1618-8667,9312,Urban Forestry & Urban Greening
512,1471-8391,964,British Medical Bulletin
512,1097-3729,13679,Technology and Culture
512,0253-6269,18098,Archives of Pharmacal Research
512,1463-1318,1346,Colorectal Disease
511,1389-5567,4164,Journal of Photochemistry and Photobiology C: Photochemistry Reviews
511,0309-0590,3755,Journal of European Industrial Training
511,0001-7701,2469,General Relativity and Gravitation
511,0031-6768,5496,Pflugers Archiv European Journal of Physiology
511,1365-2818,4027,Journal of Microscopy
510,1435-8115,7127,Microscopy and Microanalysis
510,1574-7891,19744,Molecular Oncology
510,1755-0238,18150,Australian Journal of Grape and Wine Research
510,1541-0420,859,Biometrics
509,1094-5539,5831,Pulmonary Pharmacology & Therapeutics (Formerly known as Pulmonary Pharmacology)
509,0277-5395,6869,Women's Studies International Forum (formerly known as Women's Studies International Quarterly)
509,0954-0253,2460,Gender and Education
509,1872-9185,19770,Museum Management and Curatorship
509,1353-8322,5848,Quality in Higher Education
508,0939-3625,1888,Economic Systems
508,0267-8292,4642,Liquid Crystals
508,1574-0862,17989,Agricultural Economics
507,1098-1136,2540,Glia
507,1467-9787,4253,Journal of Regional Science
506,0952-3278,5762,"Prostaglandins, Leukotrienes and Essential Fatty Acids (formerly known as Prostaglandins, Leukotrienes and Medicine)"
506,1061-5377,1069,Cardiology in Review
504,1041-3200,3454,Journal of Applied Sport Psychology
504,1467-629X,11,Accounting and Finance
504,1468-0327,1884,Economic Policy
503,1469-9044,7171,Review of International Studies
503,0167-7659,1050,Cancer and Metastasis Reviews
503,1541-4337,18403,Comprehensive Reviews in Food Science and Food Safety
503,1365-2400,2353,Fisheries Management and Ecology
502,0098-5589,10127,IEEE Transactions on Software Engineering
502,1432-8488,4322,Journal of Solid State Electrochemistry
502,1615-147X,6416,Structural and Multidisciplinary Optimization
501,0011-5029,9167,Disease-a-Month
501,1350-4495,2893,Infrared Physics & Technology (formerly known as Infrared Physics)
501,0944-1174,3810,Journal of Gastroenterology
500,1933-2874,19157,Journal of Clinical Lipidology
500,1949-3029,18850,IEEE Transactions on Sustainable Energy
500,1930-7810,9997,Health Psychology
500,1099-0755,553,Aquatic Conservation: Marine and Freshwater Ecosystems
500,1442-200X,5468,Pediatrics International
500,1440-1843,5993,Respirology
499,0898-5898,4637,Linguistics and Education
499,0142-5455,1993,Employee Relations
499,0305-0068,1394,Comparative Education
498,1389-2843,3706,Journal of Educational Change
498,1532-799X,20229,Scientific Studies of Reading
497,0765-1597,6159,Science & Sports
497,1558-2027,11222,Journal of Cardiovascular Medicine
497,1061-5806,482,"Anxiety, Stress and Coping"
497,1467-9523,6301,Sociologia Ruralis
496,0015-9018,2419,Foundations of Physics (incorporating Foundations of Physics Letters)
496,1741-2358,11006,Gerodontology
495,0306-4565,4435,Journal of Thermal Biology
495,1463-5003,5301,Ocean Modelling
495,0749-8047,1272,Clinical Journal of Pain
495,1435-2443,4547,Langenbeck's Archives of Surgery
495,0266-4763,3455,Journal of Applied Statistics
495,1474-919X,2778,Ibis
495,1556-4029,11288,Journal of Forensic Sciences
494,0920-1742,2352,Fish Physiology and Biochemistry
494,0341-2695,3255,International Orthopaedics
494,1099-1131,3028,International Journal of Communication Systems
494,1468-3148,3452,Journal of Applied Research in Intellectual Disabilities
493,1521-6896,780,Best Practice & Research Clinical Anaesthesiology (formerly known as Bailliere's Clinical Anaesthesiology)
493,0014-4800,2263,Experimental and Molecular Pathology
492,1472-0299,18592,Anaesthesia & Intensive Care Medicine
492,0925-9864,2478,Genetic Resources and Crop Evolution
492,0028-1042,5094,Naturwissenschaften
492,0307-5079,6437,Studies in Higher Education
491,1567-7249,4940,Mitochondrion
491,0191-491X,6435,Studies In Educational Evaluation
491,1467-2979,2351,Fish and Fisheries
491,1525-1470,5453,Pediatric Dermatology
490,0020-0190,2875,Information Processing Letters
490,0940-1334,2108,European Archives of Psychiatry and Clinical Neuroscience
489,8755-7223,4213,Journal of Professional Nursing
489,1365-2249,1248,Clinical & Experimental Immunology
488,1164-5563,2203,European Journal of Soil Biology
488,1566-2535,2871,Information Fusion
488,0927-538X,5394,Pacific-Basin Finance Journal
488,1569-4410,9273,Photonics and Nanostructures - Fundamentals and Applications
488,0143-3636,5257,Nuclear Medicine Communications
488,0098-6445,1145,Chemical Engineering Communications
488,0703-6337,3756,Journal of European Integration
487,1741-0134,7527,"Protein Engineering, Design and Selection (formerly Protein Engineering)"
487,0925-5001,3831,Journal of Global Optimization
487,0033-5177,5843,Quality & Quantity
486,1040-6190,1952,"Electricity Journal, The"
486,1017-1398,5263,Numerical Algorithms
486,1746-1391,10936,European Journal of Sport Science
486,1468-2850,10726,Clinical Psychology: Science and Practice
485,1080-0549,18360,Clinical Reviews in Allergy and Immunology
482,0021-8693,3414,Journal of Algebra
482,1939-2168,10216,Journal of Counseling Psychology
482,1520-7560,1755,Diabetes / Metabolism Research and Reviews (formerly Diabetes / Metabolism Reviews)
481,1748-0221,19316,Journal of Instrumentation
481,0025-5874,4800,Mathematische Zeitschrift
481,1548-1433,18001,American Anthropologist
479,1471-8405,5295,Occupational Medicine
479,0960-8788,936,British Journal for the History of Philosophy
478,1478-4092,9236,Journal of Purchasing and Supply Management (formerly known as European Journal of Purchasing & Supply Management)
478,1464-3677,2986,International Journal for Quality in Health Care
477,0948-6143,2682,Histochemistry and Cell Biology
477,1475-939X,11860,"Technology, Pedagogy and Education"
477,1467-7687,1750,Developmental Science
476,1877-0568,19870,Orthopaedics & Traumatology: Surgery & Research
476,0960-3166,6038,Reviews in Fish Biology and Fisheries
476,0969-594X,686,"Assessment in Education: Principles, Policy & Practice"
476,1468-0092,5385,Oxford Journal of Archaeology
474,1439-1791,7338,Basic and Applied Ecology
474,1525-1594,641,Artificial Organs
473,0306-4549,425,Annals of Nuclear Energy (formerly known as Annals of Nuclear Science and Engineering)
473,0890-8508,4972,Molecular and Cellular Probes
473,1071-9091,20247,Seminars in Pediatric Neurology
473,1462-6004,4303,Journal of Small Business and Enterprise Development
473,1932-4553,18832,IEEE Journal of Selected Topics in Signal Processing
473,2040-8986,157,Journal of Optics (formerly Journal of Optics A: Pure and Applied Optics)
473,1745-4549,11284,Journal of Food Processing and Preservation
472,0740-7459,10058,IEEE Software
472,0815-0796,4880,Metascience
472,0015-0193,2321,Ferroelectrics
471,0162-220X,1058,Cancer Nursing
471,1616-5195,4686,Macromolecular BioScience
470,0957-1787,6755,Utilities Policy
470,1469-7793,11355,"Journal of Physiology, The"
469,1460-2695,2294,Fatigue & Fracture of Engineering Materials & Structures
468,1874-3900,19940,Phytochemistry Letters
468,1936-9751,18666,Food Analytical Methods
467,0945-053X,4801,Matrix Biology
467,1350-9462,5749,Progress in Retinal and Eye Research (formerly known as Progress in Retinal Research)
467,1094-2912,11125,International Journal of Food Properties
466,1465-3621,3353,Japanese Journal of Clinical Oncology
466,1086-3168,12923,American Journal of Philology
465,0263-9319,18887,Surgery (Oxford)
465,0269-4042,2049,Environmental Geochemistry and Health
465,1547-769X,18678,"Forensic Science, Medicine, and Pathology"
464,1468-263X,959,"British Journal of Social Work, The"
464,1751-7176,19156,Journal of Clinical Hypertension
464,1364-3703,4998,Molecular Plant Pathology
463,1567-5688,702,Atherosclerosis Supplements
463,0936-6555,1285,Clinical Oncology
463,1537-1891,6763,Vascular Pharmacology (formerly known as General Pharmacology: The Vascular System)
463,0256-1115,19598,Korean Journal of Chemical Engineering
462,1535-6108,7411,Cancer Cell
462,1473-0502,7198,Transfusion and Apheresis Science (formerly known as Transfusion Science)
462,1477-7835,7456,Management of Environmental Quality: An International Journal (Previously published as Environmental Management and Health)
462,1460-2415,4153,Journal of Petrology
462,1088-3142,13617,SAIS Review
462,1265-4906,2663,Hernia - The Journal of Hernias and Abdominal Wall Surgery
462,1610-2940,4044,Journal of Molecular Modeling
461,1085-5629,20243,Seminars in Cutaneous Medicine and Surgery
461,1365-2583,2909,Insect Molecular Biology
460,0944-5013,9250,Microbiological Research
460,1552-4930,1687,Cytometry Part A
460,1570-7458,2030,Entomologia Experimentalis et Applicata
459,0011-3840,7325,Current Problems in Surgery
459,2210-6707,18889,Sustainable Cities and Society
459,0964-0568,3741,Journal of Environmental Planning and Management
459,1532-7752,19424,Journal of Personality Assessment
459,1467-8683,1553,Corporate Governance: An International Review
458,0091-3022,2430,Frontiers in Neuroendocrinology
458,1443-9506,9210,"Heart, Lung and Circulation (formerly known as Asia Pacific Heart Journal, The)"
458,0039-7679,6487,Symbolae Osloenses
458,1600-0536,1515,Contact Dermatitis
458,1420-9101,3761,Journal of Evolutionary Biology
457,1551-7144,3458,Contemporary Clinical Trials (formerly known as Controlled Clinical Trials)
457,1262-3636,18504,Diabetes & Metabolism
457,1052-3057,4347,Journal of Stroke and Cerebrovascular Diseases
457,0894-1920,6298,Society & Natural Resources
457,1522-7278,2067,Environmental Toxicology (formerly Environmental Toxicology and Water Quality)
457,1540-5826,4588,Learning Disabilities Research & Practice
456,0172-0643,5450,Pediatric Cardiology
456,0020-7594,3174,International Journal of Psychology
455,1093-3263,4041,Journal of Molecular Graphics and Modelling (formerly known as Journal of Molecular Graphics)
455,1058-3300,6018,Review of Financial Economics
455,0178-2762,843,Biology and Fertility of Soils
454,1044-0283,2551,Global Finance Journal
454,0956-5515,3899,Journal of Intelligent Manufacturing
454,0933-1433,4199,Journal of Population Economics
454,1095-9270,11138,International Journal of Nautical Archaeology
454,1439-2054,4688,"Macromolecular Materials and Engineering (formerly Angewandte Makromolekulare Chemie, Die)"
453,1363-4127,2879,Information Security Technical Report
453,1057-2317,2975,"International Information & Library Review, The (formerly known as International Library Review)"
453,0039-2499,6415,Stroke
453,1095-8339,911,Botanical Journal of the Linnean Society
452,0965-2299,1403,Complementary Therapies in Medicine
452,0893-0341,257,Alzheimer Disease and Associated Disorders
452,1738-494X,19365,Journal of Mechanical Science and Technology
452,1043-8599,1896,Economics of Innovation & New Technology
451,1356-3289,1550,Corporate Communications: an International Journal
451,1077-2626,10135,IEEE Transactions on Visualization and Computer Graphics
451,1477-4607,4430,"Journal of Theological Studies, The"
451,1527-1897,13394,Journal of Social History
450,1438-4221,9219,International Journal of Medical Microbiology (formerly Zentralblatt fur Bakteriologie) (incorporating International Journal of Medical Microbiology Supplements)
450,0923-4748,3727,Journal of Engineering and Technology Management (formerly known as Engineering Management International)
450,0892-0362,5159,Neurotoxicology and Teratology
450,0024-2535,4626,Library Review
450,1436-3240,6399,Stochastic Environmental Research and Risk Assessment (formerly Stochastic Hydrology and Hydraulics)
449,0883-9417,595,Archives of Psychiatric Nursing
449,0953-4814,4115,Journal of Organizational Change Management
448,0385-8146,713,Auris Nasus Larynx
448,2212-2672,18123,Journal of the Academy of Nutrition and Dietetics (formerly Journal of the American Dietetic Association)
448,0034-6659,5282,Nutrition & Food Science
448,0265-0215,18621,European Journal of Anaesthesiology
448,0025-7079,4836,Medical Care
447,1469-5111,7049,International Journal of Neuropsychopharmacology
446,1469-4409,7018,Epidemiology and Infection
445,0378-5955,2637,Hearing Research
445,0029-7828,5292,Obstetrical & Gynecological Survey
445,1058-0468,3473,Journal of Assisted Reproduction and Genetics
445,0177-7971,4881,Meteorology and Atmospheric Physics
444,1471-6844,10718,"Classical Quarterly, The"
444,1073-5623,19713,Metallurgical and Materials Transactions A
443,0343-6993,19675,"Mathematical Intelligencer, The"
443,1381-2890,6285,Social Psychology of Education
